Pk,Pk_,Yrs,G,FG%,3P%,FT%,WS,WS/48,BPM,VORP,MPG,PPG,RPG,APG
17,17,4,179,0.421,0.34,0.755,8.6,0.099,-0.1,2.1,23.2,8.8,4.7,2.4
17,17,13,793,0.438,0.35,0.779,40,0.1,0.7,12.9,24.2,7.4,3.3,2.7
17,17,13,894,0.452,0.285,0.632,51,0.084,1.7,27.2,32.4,14.5,7.4,3.1
17,17,15,827,0.426,0.354,0.821,55.7,0.102,1.1,20.7,31.5,11.2,4.1,3.6
17,17,10,657,0.414,0.325,0.689,28.3,0.087,0.4,9.4,23.7,8.6,3.4,3.8
17,17,9,609,0.436,0.337,0.832,23.4,0.07,-1.1,3.5,26.5,14.3,2.9,4.7
17,17,13,819,0.46,0.361,0.777,54.5,0.096,1.5,23.7,33.2,16.1,4,6.4
18,18,1,15,0.348,0,0.75,-0.1,-0.064,-12.3,-0.2,6.1,1.3,0.7,0
18,18,3,111,0.386,0.29,0.793,0.5,0.025,-4.8,-0.7,9.4,3.9,2.4,0.2
18,18,1,17,0.368,0,0.625,0,-0.019,-6.3,-0.1,5.3,1.9,1.9,0.3
18,18,4,146,0.492,0.341,0.585,2.7,0.104,-1.8,0.1,8.5,3.3,1.9,0.3
18,18,11,541,0.507,0.286,0.618,15.8,0.081,-2.3,-0.7,17.4,4.9,4.2,0.4
18,18,3,126,0.401,0.2,0.859,-0.1,-0.004,-5.9,-1,8.2,3.3,1.1,0.4
18,18,14,799,0.577,0.19,0.601,41.5,0.146,0.2,7.5,17.1,8,5.3,0.4
18,18,3,113,0.541,0.75,0.475,1.1,0.034,-4.3,-0.9,13.9,3.9,3.1,0.5
18,18,16,810,0.496,0,0.71,47.9,0.112,0,10.3,25.3,7.2,5.7,0.6
18,18,3,148,0.376,0.319,0.633,2.3,0.042,-3.2,-0.8,17.6,4.1,3.2,0.6
18,18,5,83,0.371,0.336,0.773,0.4,0.023,-3.7,-0.3,9.5,4.1,2.5,0.6
18,18,3,134,0.446,0.214,0.687,2.7,0.089,-2.2,-0.1,10.8,4.3,2.7,0.6
18,18,7,381,0.462,0.3,0.74,6.4,0.05,-2.7,-1,16.1,7.6,2.8,0.7
18,18,12,659,0.43,0.388,0.829,24.1,0.096,-0.1,5.8,18.4,9,2.5,0.8
18,18,3,155,0.413,0.138,0.755,2.8,0.062,-2.9,-0.5,13.9,5.2,3.4,0.8
18,18,2,83,0.421,0,0.742,1,0.041,-3.8,-0.5,13.5,3.1,3.3,0.8
18,18,5,201,0.478,0.288,0.606,5.4,0.083,-1.4,0.5,15.4,5.4,3,0.8
18,18,13,735,0.411,0.206,0.647,20.1,0.064,-3.7,-6.5,20.4,3.6,3.7,0.9
18,18,12,658,0.417,0.361,0.818,18.4,0.068,-1.3,2.4,19.8,9.7,2.5,0.9
18,18,6,234,0.501,0.297,0.621,14.7,0.127,0.5,3.6,23.8,10.4,5.7,1
18,18,2,83,0.484,0.25,0.655,2.3,0.101,-1.7,0.1,13,3.5,2.1,1
18,18,1,45,0.383,0.365,0.75,0.2,0.013,-4.4,-0.6,20,8.7,2.2,1
18,18,13,783,0.397,0.355,0.718,32.8,0.076,-0.4,8.5,26.5,10.3,4.7,1.5
18,18,12,864,0.41,0.349,0.82,51.6,0.107,0.3,13.7,26.9,8.6,4.7,1.6
18,18,4,192,0.41,0.339,0.788,1.3,0.017,-3.5,-1.5,20.1,8.9,2.3,1.6
18,18,13,860,0.424,0.376,0.846,30.5,0.075,-1.3,3.3,22.7,9.7,2.1,1.7
18,18,4,186,0.419,0.317,0.768,1.3,0.026,-3.4,-0.8,12.6,4.2,1.3,1.9
18,18,16,977,0.419,0.373,0.733,46.3,0.084,0.2,14.7,26.9,12.4,3.1,2.1
18,18,15,1034,0.495,0.265,0.817,85.9,0.141,1.7,27.6,28.2,13.6,6.4,2.2
18,18,4,256,0.422,0.336,0.777,4.4,0.044,-2.4,-0.6,19.1,5.5,1.9,2.9
18,18,12,756,0.452,0.336,0.784,46.2,0.105,1.6,18.9,27.8,13.7,3.9,4.7
18,18,8,551,0.46,0.359,0.77,42.1,0.126,1.4,13.6,29.2,12.7,2.7,6
19,19,3,85,0.344,0,0.539,-0.4,-0.027,-8.1,-1.2,9.1,2.3,2.2,0.2
19,19,1,17,0.636,0.5,0.25,0,-0.022,-8.8,-0.1,2.8,0.9,0.5,0.2
19,19,4,193,0.403,0,0.667,0.3,0.005,-5.9,-2.5,13,5.1,2.7,0.3
19,19,11,506,0.494,0,0.709,26.6,0.153,-0.6,2.9,16.5,4.4,4.6,0.4
19,19,5,285,0.467,0.321,0.773,3.8,0.045,-3.6,-1.6,14.3,6,3,0.4
19,19,4,159,0.397,0.333,0.71,0.8,0.02,-4.9,-1.4,11.7,3.6,1.3,0.6
19,19,12,680,0.48,0,0.639,27.7,0.091,-2.9,-3.1,21.5,7.2,6.5,0.6
19,19,2,36,0.43,0.294,0.576,0.1,0.015,-4.8,-0.3,9.9,3.8,2.2,0.6
19,19,3,143,0.389,0.312,0.884,0,0,-3.5,-0.6,10.7,4.1,1.1,0.7
19,19,10,552,0.417,0.398,0.806,18.7,0.081,-1.8,0.5,20,7.3,2.6,0.8
19,19,8,526,0.49,0.191,0.726,20.4,0.092,-1.9,0.4,20.2,9.4,4,0.8
19,19,8,534,0.505,0,0.617,21.9,0.088,-1.8,0.5,22.3,9.5,6.8,0.8
19,19,10,567,0.404,0.346,0.673,7,0.038,-3.4,-3.1,15.7,4.9,1.8,0.9
19,19,3,95,0.395,0.282,0.842,0.8,0.036,-3.4,-0.4,11.7,3,1.5,0.9
19,19,2,51,0.328,0.273,0.8,-0.2,-0.026,-5.7,-0.4,7.9,2.4,0.5,1
19,19,10,593,0.392,0.346,0.698,13.7,0.064,-1.7,0.8,17.5,5.2,2.6,1.1
19,19,4,156,0.404,0.327,0.608,1.3,0.027,-3.3,-0.7,14.2,7.3,1.3,1.2
19,19,6,316,0.429,0.38,0.808,9,0.066,-1.2,1.4,20.7,10.3,2.4,1.2
19,19,9,319,0.455,0.284,0.765,9.4,0.067,-2.5,-0.9,20.9,10.9,3.8,1.3
19,19,11,549,0.424,0.365,0.806,25.9,0.101,0.9,9.1,22.4,8.4,3.8,1.5
19,19,5,289,0.562,0.382,0.78,28.3,0.162,1.5,7.5,29,16.6,8.4,1.6
19,19,12,647,0.434,0.364,0.782,17,0.046,-2.4,-1.7,27.7,11.1,2.8,1.7
19,19,17,1116,0.471,0.273,0.764,81.1,0.112,0.2,18.8,31,16.6,9.1,1.8
19,19,2,113,0.442,0.231,0.638,0.1,0.002,-4.2,-1,16.4,5.3,2.4,1.8
19,19,2,128,0.395,0.364,0.836,5.6,0.07,-0.6,1.4,30.1,13.9,5.1,2
19,19,8,459,0.449,0.362,0.809,20.3,0.073,-1.4,2,28.9,11.9,2.5,2.1
19,19,3,183,0.432,0.298,0.813,1.5,0.024,-3.6,-1.2,17.1,6.7,1.5,2.2
19,19,11,729,0.476,0.366,0.829,56.9,0.12,1.1,18,31.3,16.4,6.2,2.3
19,19,5,279,0.411,0.323,0.77,8.3,0.08,-1.6,0.5,17.9,6.1,1.9,2.9
19,19,4,251,0.43,0.376,0.787,8.3,0.054,-1.4,1.1,29.5,11.3,3.5,3.2
19,19,12,608,0.436,0.357,0.825,33.4,0.095,0.8,11.6,27.7,11.1,2.6,3.7
19,19,12,826,0.444,0.36,0.844,52.4,0.113,0.6,14.3,26.8,12.2,2.4,5.6
20,20,1,14,0.45,0.375,0.667,0,0.009,-4.6,0,4.6,1.8,1.1,0.1
20,20,2,16,0.448,NA,0.375,-0.1,-0.043,-8.7,-0.2,6.9,1.8,1.1,0.2
20,20,1,42,0.439,NA,0.525,-0.1,-0.021,-7.9,-0.5,8.2,2.8,1.9,0.3
20,20,13,816,0.528,0,0.587,43.8,0.113,-1.4,2.9,22.9,6.8,6,0.5
20,20,7,293,0.503,0.286,0.797,7.5,0.093,-2.8,-0.8,13.3,5.3,3.9,0.5
20,20,6,221,0.51,0.172,0.542,7.2,0.113,0.1,1.6,13.9,4,3.5,0.6
20,20,11,616,0.468,0.333,0.783,14.1,0.067,-2.9,-2.4,16.3,6.1,3.4,0.7
20,20,7,105,0.403,0.308,0.836,1.5,0.054,-2.7,-0.2,12.3,4.2,2.6,0.7
20,20,13,624,0.439,0.329,0.751,9.9,0.048,-3.7,-4.1,15.7,5.4,1.7,0.8
20,20,2,23,0.44,NA,0.5,0,0.003,-3.7,0,4.3,1.2,0.7,0.8
20,20,2,109,0.471,0.3,0.538,2.7,0.07,-3.6,-0.8,16.9,6.1,4.9,0.8
20,20,8,462,0.481,0,0.637,13.5,0.072,-3.6,-3.6,19.6,7.3,4.4,0.9
20,20,7,346,0.4,0.358,0.703,1.7,0.013,-3.2,-1.8,17.2,6.4,1.7,1
20,20,13,843,0.476,0.31,0.78,66.3,0.139,-0.2,10.2,27.2,13,7.3,1.1
20,20,3,113,0.409,0.111,0.819,0.2,0.004,-4.4,-1.3,18.8,7.2,2.7,1.1
20,20,6,251,0.469,0.3,0.597,7.1,0.075,-2.5,-0.5,18.2,7.3,3.8,1.1
20,20,9,589,0.431,0.394,0.845,18.4,0.069,-2,0,21.9,6.1,2.3,1.1
20,20,3,173,0.441,0.319,0.598,7.3,0.094,1,2.8,21.5,4.6,1.9,1.1
20,20,5,247,0.411,0.321,0.755,3.3,0.037,-2.7,-0.8,17.5,5.8,2.3,1.2
20,20,3,142,0.511,0.258,0.671,3,0.079,-2.4,-0.2,12.9,5.9,3.8,1.2
20,20,4,228,0.4,0.273,0.755,5,0.049,-3,-1.2,21.5,6.6,3.1,1.2
20,20,8,383,0.418,0.373,0.723,16.4,0.104,0.7,5.2,19.8,6.9,3.5,1.4
20,20,4,201,0.433,0.236,0.643,1.8,0.025,-1.9,0.1,16.7,7.7,2.5,1.5
20,20,6,294,0.411,0.317,0.756,5.8,0.045,-1.8,0.3,20.9,8.2,3.1,1.5
20,20,12,685,0.458,0.441,0.837,27.7,0.088,-0.9,4.2,22.1,8.2,1.5,1.7
20,20,10,622,0.447,0.381,0.801,29.4,0.079,-0.9,4.7,28.6,14.3,2.8,2.6
20,20,5,267,0.392,0.35,0.721,3.3,0.041,-2.9,-0.8,14.6,4.3,1.3,2.8
20,20,7,387,0.452,0.353,0.795,21.3,0.126,2,8.2,20.9,7.3,3.2,3.1
20,20,1,55,0.381,0.314,0.7,-0.7,-0.039,-5,-0.6,14.7,3.5,1.1,3.2
20,20,6,303,0.436,0.333,0.737,11.6,0.067,-0.4,3.4,27.5,14.7,3.8,4
20,20,7,334,0.409,0.193,0.762,14.2,0.08,-0.3,3.6,25.6,9.3,2.5,4.3
20,20,14,878,0.436,0.368,0.81,48.3,0.094,-0.1,11.6,27.9,11.3,3,5.1
21,21,2,6,0,NA,0.5,-0.1,-0.163,-15,-0.1,4.7,0.7,1.5,0
21,21,1,15,0.333,0.261,NA,-0.3,-0.175,-10.9,-0.2,6.1,2.9,0.6,0.3
21,21,2,52,0.527,0,0.58,1.3,0.108,-2.6,-0.1,10.7,4.4,3.5,0.3
21,21,2,17,0.265,0.214,0.5,-0.2,-0.089,-9.9,-0.2,7.1,1.8,1.1,0.5
21,21,9,475,0.44,0.125,0.606,20,0.098,-2.8,-2.1,20.6,7.3,7.5,0.6
21,21,4,167,0.452,0.357,0.603,1.4,0.032,-2.7,-0.4,12.3,4.1,2.3,0.6
21,21,2,25,0.234,0,0.8,-0.4,-0.166,-8.6,-0.2,5,1.2,0.7,0.7
21,21,6,328,0.369,0.359,0.813,4.9,0.039,-2.7,-1.1,18.3,6.4,2.1,0.7
21,21,6,232,0.412,0.293,0.776,4.7,0.074,-1.4,0.4,13.1,5.2,2.5,0.7
21,21,4,204,0.404,0.334,0.753,4.4,0.053,-4,-2.1,19.6,4.5,1.3,0.7
21,21,7,327,0.44,0.222,0.618,4.7,0.044,-4.5,-3.3,15.9,4.2,3.6,0.9
21,21,13,764,0.497,0.13,0.615,47.5,0.145,-0.4,6.3,20.6,4.9,6.9,0.9
21,21,12,649,0.422,0.38,0.854,46.7,0.134,1,12.8,25.8,12.3,5.3,0.9
21,21,1,15,0.333,0.273,0.762,0.1,0.021,-5.7,-0.1,9,3.5,1.4,0.9
21,21,2,84,0.371,0.26,0.714,-0.8,-0.047,-6,-0.8,9.9,3.3,1,1.2
21,21,9,590,0.5,0.365,0.791,30.5,0.12,0.4,7.2,20.7,7.5,5.8,1.3
21,21,11,711,0.418,0.373,0.773,35.7,0.089,-0.4,7.6,27.2,10.7,3.5,1.5
21,21,4,175,0.424,0.386,0.837,7.1,0.09,-0.9,1.1,21.5,9.4,2.5,1.5
21,21,3,162,0.587,0.294,0.717,13.8,0.184,2.9,4.4,22.1,11,5.7,1.5
21,21,5,269,0.436,0.272,0.723,15.3,0.113,-0.4,2.7,24.3,10.8,7.5,1.8
21,21,6,288,0.475,0.283,0.611,4.4,0.038,-2.3,-0.4,19.4,6.1,3.3,1.8
21,21,7,381,0.394,0.348,0.666,5.8,0.04,-2,0,18.2,7.6,1.7,1.9
21,21,14,821,0.434,0.392,0.848,37.2,0.129,1.8,13.4,16.9,5.7,1.8,2.2
21,21,9,494,0.444,0.404,0.794,24.5,0.085,-0.2,6.1,27.8,9.1,3.2,2.3
21,21,15,1103,0.444,0.375,0.811,85.2,0.108,1,28.8,34.4,15.7,4.4,2.9
21,21,11,618,0.423,0.36,0.796,27.8,0.096,0.5,8.6,22.5,11,2.3,3
21,21,2,112,0.466,0.358,0.871,6.5,0.114,-0.4,1.2,24.6,12.1,2.5,3.2
21,21,12,736,0.446,0.361,0.781,28,0.061,-0.8,6.3,29.8,13.5,3.5,3.3
21,21,14,1064,0.493,0.336,0.717,51.6,0.086,0.1,15.5,27,8.6,4.4,3.5
21,21,9,508,0.438,0.343,0.786,25.6,0.103,2,12.1,23.4,10.1,2.5,4.9
21,21,11,711,0.471,0.394,0.853,49.9,0.115,0.5,13.4,29.3,12.5,2.7,5
21,21,16,949,0.456,0.323,0.612,61.5,0.104,1.2,23.2,30,9.8,4.6,7.9
22,22,1,6,0.5,NA,0.25,0,0.021,-7.6,-0.1,6,1.2,0.5,0
22,22,3,135,0.408,0.25,0.783,0.8,0.029,-7.5,-1.8,9.8,3.4,2.1,0.2
22,22,3,91,0.433,NA,0.613,1.2,0.069,-3.5,-0.3,9.4,3,2.4,0.3
22,22,3,70,0.358,0.301,0.783,-0.1,-0.009,-6.1,-0.7,8.9,2.8,1,0.3
22,22,2,81,0.518,0.452,0.649,2.8,0.129,-1.8,0.1,12.9,5,2.6,0.3
22,22,5,147,0.444,0.222,0.743,1.6,0.047,-5.3,-1.3,11,2.7,2,0.4
22,22,3,137,0.483,0.5,0.532,1.7,0.035,-3.7,-1,16.9,4.8,3.5,0.4
22,22,1,20,0.542,0.429,0.667,0.7,0.173,0.1,0.1,9.7,5.8,2.8,0.4
22,22,14,608,0.494,0.333,0.566,15.8,0.07,-2.5,-1.5,17.9,4.7,4.7,0.5
22,22,2,32,0.402,0.385,0.607,0.4,0.07,1.7,0.2,8.2,3.2,0.9,0.6
22,22,3,80,0.398,0.293,0.585,0.2,0.011,-3.6,-0.4,13.4,3.2,2.2,0.7
22,22,2,60,0.339,0.341,0.814,0.1,0.009,-4,-0.4,13.5,6.2,1.2,0.8
22,22,5,205,0.46,0.1,0.659,4.7,0.069,-2.6,-0.5,16.2,5.6,4,0.8
22,22,2,82,0.303,0.295,0.687,0.7,0.032,-2.5,-0.1,12.9,2.5,2.3,0.8
22,22,4,103,0.442,0.309,0.643,1.1,0.03,-3.9,-0.9,17.4,5.4,3.7,0.8
22,22,4,109,0.421,0.31,0.669,0.7,0.024,-4.9,-1.1,13.5,4.9,1.5,0.9
22,22,4,143,0.443,0.292,0.658,2,0.041,-3.5,-0.9,16.4,4.5,3.4,1
22,22,8,478,0.546,0.222,0.654,38.8,0.159,0.5,7.5,24.5,11.4,8.1,1
22,22,3,187,0.45,0.378,0.734,6.5,0.09,-1.8,0.2,18.5,5,2.9,1
22,22,4,287,0.393,0.352,0.769,6.2,0.056,-2.2,-0.3,18.5,5.2,1.8,1.1
22,22,3,148,0.405,0.289,0.677,1.5,0.046,-3.5,-0.6,10.7,3.8,1.3,1.1
22,22,7,432,0.47,0.384,0.752,19.9,0.103,-0.6,3.2,21.5,11,6.5,1.2
22,22,5,335,0.623,0.189,0.698,34.6,0.187,1.7,8.3,26.5,11.5,8.7,1.4
22,22,11,632,0.465,0.244,0.699,31.2,0.086,-1.3,3.1,27.4,9.3,6.9,1.5
22,22,14,904,0.463,0.393,0.732,43,0.103,0.2,11,22.3,7.3,3.2,1.5
22,22,12,811,0.451,0.388,0.853,39.3,0.086,-0.6,7.9,27.1,9.6,2.6,1.7
22,22,4,177,0.414,0.071,0.82,1.3,0.032,-3.5,-0.8,11.4,4.2,1,1.8
22,22,10,568,0.432,0.351,0.817,37.7,0.105,-0.5,6.8,30.4,11.2,4.9,1.9
22,22,9,493,0.534,0.116,0.639,21.1,0.089,0.6,7.4,23,7.4,5.9,2.2
22,22,9,639,0.582,0.049,0.561,42.8,0.144,1.3,11.9,22.3,8.4,6.6,2.4
22,22,4,203,0.386,0.321,0.767,0,-0.001,-3.3,-1,15.2,5.6,1.8,2.8
22,22,13,867,0.44,0.343,0.855,36.8,0.073,-0.9,6.5,27.8,10.8,2.9,4.6
23,23,1,35,0.339,0.5,0.889,0.2,0.058,-3.8,-0.1,4.1,1.5,0.7,0.2
23,23,3,108,0.352,0.333,0.6,-0.6,-0.039,-8,-1,6.5,2.2,0.6,0.2
23,23,1,25,0.281,0.167,0.889,-0.1,-0.019,-6.7,-0.2,7.5,1.1,1.4,0.4
23,23,13,845,0.505,0.2,0.605,37.8,0.107,-1.4,2.6,20.1,4.1,6.1,0.5
23,23,4,256,0.544,NA,0.445,9.1,0.097,-2,0,17.5,5.2,4.9,0.5
23,23,11,686,0.534,0,0.582,28.3,0.12,-1.3,2,16.4,5.7,5,0.5
23,23,1,15,0.333,0.154,0.5,0.1,0.052,-0.5,0,7,1.3,2.3,0.5
23,23,8,300,0.499,0,0.514,8.1,0.066,-3.4,-2,19.6,8.5,5.2,0.6
23,23,3,113,0.581,NA,0.711,3.5,0.11,-2.6,-0.2,13.4,6,3.9,0.6
23,23,1,26,0.333,0.265,0.714,-0.2,-0.025,-5.3,-0.3,13.2,3,2,0.7
23,23,11,622,0.423,0.337,0.744,16.5,0.061,-1.4,2.1,20.9,8.5,3.2,0.8
23,23,6,171,0.441,0.367,0.847,3,0.065,-1.9,0.1,12.8,5,1.5,0.8
23,23,11,630,0.392,0.343,0.721,18.2,0.075,-1.5,1.4,18.5,5.6,3.1,0.9
23,23,10,588,0.454,0.368,0.678,19.6,0.078,-0.8,3.5,20.3,7.9,4,1.1
23,23,8,532,0.515,0.305,0.636,26.2,0.116,-0.5,4.2,20.4,6.9,5.5,1.1
23,23,3,169,0.397,0.305,0.699,1.4,0.016,-2.8,-0.8,25.4,9.6,5.9,1.2
23,23,5,319,0.423,0.359,0.808,20.8,0.129,1.6,7.1,24.2,12.3,5.9,1.3
23,23,6,318,0.468,0.125,0.59,10.8,0.07,-2,0.1,23.2,6.9,5.4,1.4
23,23,10,549,0.427,0.357,0.799,18.2,0.074,-0.1,5.7,21.6,7.9,2.6,1.4
23,23,5,295,0.469,0.369,0.706,16.8,0.103,0,4,26.7,10.4,4.1,1.4
23,23,9,448,0.388,0.331,0.797,11.9,0.059,-2.1,-0.3,21.5,5.5,3.1,1.5
23,23,13,824,0.406,0.34,0.698,12.1,0.032,-2.7,-3.5,22.3,7.2,2.2,1.6
23,23,11,733,0.457,0.418,0.778,44,0.102,0.9,15.2,28.3,11.2,3.3,1.7
23,23,8,437,0.419,0.364,0.841,17.2,0.076,-1.2,2.1,24.9,10.6,2.6,1.7
23,23,12,676,0.443,0.341,0.77,29,0.069,-1.3,3.5,30,12.5,5.3,1.8
23,23,6,305,0.449,0.212,0.735,12.9,0.091,-0.7,2.3,22.2,9,5.5,1.9
23,23,4,226,0.415,0.371,0.827,4.1,0.047,-2.4,-0.4,18.3,7.4,1.7,2.3
23,23,14,1017,0.455,0.367,0.756,63.1,0.096,0.3,18,31,11.1,4.3,2.4
23,23,12,755,0.417,0.354,0.793,31.4,0.09,0.4,10,22.2,9.7,3.1,2.6
23,23,11,554,0.437,0.391,0.829,19.7,0.075,-1.8,0.6,22.7,8.5,1.7,3.1
23,23,10,708,0.431,0.345,0.835,30.9,0.098,-0.4,6,21.4,7.6,1.8,3.5
23,23,7,496,0.415,0.377,0.659,7.9,0.036,-2.9,-2.3,20.8,5.1,1.3,3.6
24,24,2,26,0.5,0.4,0.333,0.2,0.084,-4.3,-0.1,3.7,0.9,0.7,0.2
24,24,8,217,0.404,0.125,0.638,1,0.024,-5,-1.5,9,2.7,2.5,0.4
24,24,3,95,0.361,0,0.559,-0.9,-0.043,-7.9,-1.5,10.2,2.6,2.5,0.4
24,24,4,84,0.347,0.306,0.674,0.2,0.017,-5.7,-0.6,7.2,2.3,0.7,0.5
24,24,3,140,0.432,0.348,0.696,0.5,0.012,-7.2,-2.7,14.6,4.6,3.4,0.6
24,24,9,421,0.439,0.382,0.783,10.2,0.086,-1.6,0.5,13.4,5.5,2.6,0.6
24,24,4,39,0.415,0,0.667,0,-0.001,-3.7,-0.3,16,3.8,3.4,0.7
24,24,7,419,0.494,0.143,0.73,21.5,0.098,-2.6,-1.5,25.2,10,5.4,0.8
24,24,13,887,0.513,0.359,0.758,72,0.14,0.5,15.8,27.8,12.2,7.2,0.8
24,24,5,189,0.408,0.319,0.706,0.6,0.008,-4,-1.8,18.2,7.4,4.2,0.8
24,24,6,312,0.39,0.334,0.828,4.3,0.041,-4.1,-2.6,16.1,6,2,0.9
24,24,4,249,0.432,0.327,0.659,3.1,0.036,-2.5,-0.5,16.6,5.8,2.4,1
24,24,9,456,0.481,0.111,0.665,11.4,0.072,-1.8,0.3,16.7,6.3,2.8,1.2
24,24,3,72,0.347,0.2,0.62,-1.6,-0.064,-6.3,-1.3,17.1,5.3,1.2,1.7
24,24,1,50,0.452,0.322,0.773,0.3,0.017,-3,-0.2,16.5,7.4,2.1,1.7
24,24,9,586,0.422,0.358,0.812,26,0.079,-0.8,4.9,27,13.9,2.8,1.9
24,24,4,207,0.425,0.39,0.828,4.6,0.052,-2.1,-0.1,20.5,9.9,2.2,2
24,24,2,93,0.41,0.34,0.64,0.2,0.007,-3.6,-0.7,18.3,7,3.2,2
24,24,6,348,0.423,0.388,0.773,14.7,0.09,0.1,4.2,22.4,8.2,2.4,2.1
24,24,4,249,0.399,0.36,0.84,14.2,0.114,1.7,5.6,24,9.1,2.4,2.2
24,24,3,112,0.398,0.344,0.784,2.1,0.052,-1.9,0,17.1,7.1,1.9,2.4
24,24,6,345,0.397,0.345,0.815,8.1,0.065,-0.7,2,17.4,7.1,1.9,2.5
24,24,13,797,0.474,0.31,0.754,75.4,0.151,4.9,41.7,30,11.8,5.5,2.7
24,24,13,930,0.45,0.349,0.77,44.7,0.09,0,11.7,25.5,9.6,3.8,2.8
24,24,18,1287,0.399,0.374,0.817,62.3,0.091,-0.9,8.9,25.4,8.3,2.1,3
24,24,8,432,0.448,0.372,0.826,24.5,0.099,0.9,8.7,27.4,9.7,2.9,3.6
24,24,7,435,0.435,0.343,0.824,17.7,0.107,0.3,4.6,18.2,6,1.7,3.7
24,24,2,113,0.429,0.346,0.853,2.1,0.047,-2.4,-0.2,18.9,6.5,1.7,3.8
24,24,13,913,0.425,0.337,0.804,56.3,0.077,0.4,21,38.6,18.3,4.1,4
24,24,11,685,0.425,0.345,0.854,33.7,0.093,0.2,9.4,25.4,12.9,3,4.3
24,24,15,993,0.454,0.331,0.861,87.5,0.141,1.8,28.8,30,15.7,3.2,6
24,24,16,1006,0.424,0.367,0.813,102.5,0.154,3.1,41.1,31.9,14.8,4.4,6.3
25,25,2,21,0.449,0,0.6,0.1,0.062,-0.6,0,5.1,2.2,1.6,0.1
25,25,5,256,0.502,0,0.701,4.8,0.072,-3.8,-1.5,12.5,5.7,3.3,0.3
25,25,4,118,0.423,0,0.638,0.6,0.026,-6.4,-1.3,9.8,2.9,3.1,0.3
25,25,5,208,0.502,0,0.591,3.2,0.067,-4.4,-1.4,10.8,2.7,2.1,0.3
25,25,3,43,0.329,0.333,0.652,0,-0.003,-7,-0.3,6.1,1.6,1.1,0.3
25,25,7,315,0.49,0,0.657,9.9,0.095,-3.1,-1.4,15.9,4.8,3.9,0.3
25,25,3,38,0.381,0.292,0.743,0,0.005,-6.1,-0.4,9.5,3.1,1.2,0.3
25,25,8,473,0.462,0.154,0.678,5.5,0.037,-4.6,-4.6,15.4,4.7,3.9,0.5
25,25,2,83,0.425,0.323,0.693,2,0.1,-1.6,0.1,11.5,4.7,2.2,0.6
25,25,4,184,0.434,0.346,0.766,3.2,0.053,-4.3,-1.7,15.9,5.4,3.5,0.6
25,25,5,157,0.516,0,0.58,0,0.001,-4.6,-1.7,16.8,5.9,3.5,0.7
25,25,11,644,0.471,0.115,0.587,18.2,0.088,-2.5,-1.1,15.4,3.6,4.2,0.7
25,25,2,28,0.521,0,0.586,0.4,0.038,-6.2,-0.5,15.8,5.6,3.9,0.7
25,25,3,138,0.455,0.317,0.727,3.7,0.078,-2.1,-0.1,16.7,5.8,3.4,0.7
25,25,8,447,0.622,0,0.528,49.8,0.2,2,12.1,26.8,12.5,10.6,1
25,25,4,178,0.486,0.32,0.812,4.8,0.089,-1.9,0.1,14.4,7,3.1,1
25,25,1,39,0.421,0.398,0.647,1.3,0.091,-0.1,0.4,17.8,6.5,2,1
25,25,9,408,0.42,0.332,0.807,9.2,0.06,-1.5,1,18,7.6,1.9,1.1
25,25,9,415,0.431,0.388,0.846,17.3,0.091,-0.7,3,22,7.7,2.5,1.2
25,25,14,820,0.475,0.282,0.709,38.7,0.103,0.3,10.4,22,8.1,3.5,1.3
25,25,5,277,0.478,0.226,0.767,8.2,0.077,-1.5,0.7,18.6,6.9,2.7,1.4
25,25,5,200,0.447,0.345,0.751,3.3,0.046,-1.6,0.4,17.3,8,2.1,1.4
25,25,16,981,0.444,0.352,0.727,42.5,0.073,-1.5,3.7,28.6,13.5,5.6,1.7
25,25,8,507,0.401,0.365,0.758,22.5,0.093,0.5,7.2,22.8,8.1,3.6,1.7
25,25,3,80,0.366,0.095,0.729,0.3,0.017,-2.4,-0.1,9.3,3.1,1.4,1.8
25,25,3,86,0.352,0.3,0.833,0.1,0.003,-3.2,-0.3,11.1,2.9,0.9,1.9
25,25,14,832,0.469,0.312,0.709,59.7,0.116,1.8,23.5,29.7,11.9,5.8,2.1
25,25,4,182,0.439,0.325,0.81,4.8,0.079,-0.1,1.4,15.9,7.1,1.9,2.1
25,25,2,119,0.383,0.361,0.899,4.7,0.094,-0.7,0.8,20.3,10.5,2.2,2.4
25,25,4,145,0.413,0.231,0.647,-1.3,-0.021,-3.4,-1.1,21.2,11.1,2.5,3
25,25,14,896,0.438,0.363,0.838,62.6,0.109,1.7,25.8,30.8,11.2,5.2,3.5
26,26,5,69,0.427,0,0.736,1.8,0.101,-4.2,-0.5,12.4,3.8,3.3,0.1
26,26,1,28,0.375,0.16,0.765,0.4,0.124,-5.2,-0.1,5,3.2,0.9,0.2
26,26,2,19,0.486,0,0.462,0.1,0.051,-3.8,0,4.5,2.1,1,0.2
26,26,2,59,0.365,0.2,0.663,-0.3,-0.032,-8.2,-0.7,8.1,3.5,1.1,0.3
26,26,3,8,0.4,NA,0.667,0.1,0.089,-3.7,0,3.4,1.8,0.9,0.3
26,26,4,127,0.443,0.154,0.722,1,0.054,-3.3,-0.3,7,2.6,1.3,0.4
