Pk,Pk_,Yrs,G,FG%,3P%,FT%,WS,WS/48,BPM,VORP,MPG,PPG,RPG,APG
45,45,13,903,0.448,0.087,0.727,59.6,0.11,-1.3,4.4,28.9,10,7.5,1.1
45,45,3,103,0.423,0.383,0.633,1,0.023,-2.8,-0.4,20,6.7,3,1.1
45,45,4,200,0.473,0.276,0.634,4.6,0.058,-2.5,-0.5,19,8.4,3.9,1.1
45,45,13,841,0.431,0.369,0.75,47.4,0.115,0.4,11.8,23.5,7.9,3.5,1.3
45,45,3,86,0.488,0.319,0.729,2.1,0.056,-2.9,-0.4,20.6,8,4.9,1.4
45,45,1,20,0.328,0,0.767,-0.1,-0.049,-6.2,-0.2,7.3,3.1,0.4,1.8
45,45,5,261,0.42,0.351,0.8,4.8,0.031,-3.8,-3.4,28.3,14.4,3,2
45,45,9,467,0.443,0.39,0.738,27.2,0.097,0.2,7.5,28.7,11,3.1,2.7
45,45,2,129,0.441,0.288,0.581,2.6,0.063,-0.5,0.8,15.6,4.6,1.9,2.7
45,45,17,1107,0.419,0.351,0.842,65.7,0.117,1.4,23.3,24.3,14,2.2,3.4
45,45,14,872,0.462,0.364,0.767,56.2,0.111,0.7,16.5,27.9,13.9,3.1,4.8
46,46,1,22,0.435,0.467,0.75,0,-0.014,-8.2,-0.1,4.2,2.4,1.4,0
46,46,1,1,NA,NA,NA,0,-0.009,-15,0,2,0,0,0
46,46,2,46,0.519,NA,0.5,-0.2,-0.029,-8.8,-0.5,6.9,1.5,1.5,0.1
46,46,3,47,0.378,0,0.574,0.1,0.026,-6.3,-0.3,5.8,2.1,1.7,0.2
46,46,1,16,0.451,NA,0.594,0.3,0.041,-4.4,-0.2,18.9,5.2,3.3,0.2
46,46,1,22,0.405,0.5,0.45,0,-0.001,-6.6,-0.2,7.4,2.2,1.6,0.2
46,46,6,215,0.419,0.143,0.642,3.1,0.062,-2.5,-0.3,11.3,2.6,3.2,0.3
46,46,2,40,0.455,0,0.778,0.7,0.114,-1.9,0,7.6,3,1.7,0.4
46,46,3,49,0.393,0.345,0.875,0,0.003,-5,-0.3,9.7,4,0.7,0.5
46,46,4,260,0.511,0,0.68,7.4,0.122,0.1,1.5,11.2,4.8,2.7,0.6
46,46,2,52,0.377,0.288,0.857,0.1,0.011,-4,-0.2,8.7,3.1,0.7,0.8
46,46,2,65,0.388,0.26,0.78,0.7,0.045,-4.1,-0.4,11.1,3.4,2.1,0.8
46,46,2,27,0.381,0.333,0.714,0.3,0.066,-2.6,0,8.5,3.4,0.8,0.9
46,46,2,104,0.402,0.346,0.757,0.1,0.002,-3.5,-0.9,22.1,6.9,2.1,1
46,46,5,253,0.423,0.37,0.791,6.6,0.073,-2,0,17.1,5.6,3.4,1
46,46,3,102,0.509,0.231,0.694,4.5,0.097,-0.2,1,21.8,10.6,3.4,1.1
46,46,6,271,0.419,0.383,0.84,6.5,0.059,-2.3,-0.4,19.8,5.9,1.6,1.4
46,46,7,419,0.462,0.382,0.831,19.7,0.101,-0.2,4.3,22.4,11.3,2.6,1.5
46,46,13,797,0.422,0.4,0.806,48.4,0.114,1.9,20,25.5,8.8,3.5,1.6
46,46,1,47,0.413,0.256,0.618,0.3,0.023,-3.3,-0.2,11.8,3.6,2.2,1.6
46,46,14,929,0.436,0.335,0.745,42.8,0.093,-0.1,10.7,23.6,8.2,4.6,1.8
46,46,2,68,0.34,0.25,0.643,0.1,0.008,-3,-0.2,10.5,2.1,1,1.8
46,46,11,565,0.415,0.384,0.787,29.6,0.093,0,7.9,27.2,11.9,2.8,2.1
46,46,8,576,0.439,0.34,0.828,20.3,0.063,-0.5,5.9,26.9,15.3,3.3,2.5
46,46,3,113,0.438,0.279,0.779,3,0.058,-2.3,-0.2,21.9,9,2.8,2.6
46,46,4,213,0.405,0.347,0.757,6.3,0.07,0.3,2.5,20.4,7.9,3.5,2.8
47,47,1,2,0,0,NA,0,-0.506,-27.7,0,1,0,0,0
47,47,1,17,0.25,0.2,NA,-0.3,-0.272,-16.8,-0.2,3.1,0.9,0.2,0.1
47,47,2,14,0.333,NA,0.833,0,0.057,-1.1,0,2.6,0.9,0.9,0.1
47,47,3,76,0.416,NA,0.678,0.8,0.044,-5.7,-0.8,11.6,2.9,2.8,0.2
47,47,5,72,0.491,0,0.537,1.4,0.106,-2.3,-0.1,8.8,2,3.4,0.4
47,47,4,223,0.541,NA,0.642,11.9,0.166,0.3,2,15.4,6.1,4,0.5
47,47,1,10,0.357,NA,0.444,0.1,0.06,-0.3,0,4.5,1.4,0.9,0.5
47,47,6,232,0.459,0.297,0.72,3.7,0.058,-2.3,-0.2,13.1,4.9,1.7,0.5
47,47,10,456,0.43,0.18,0.786,18.5,0.104,-2.1,-0.3,18.7,6.8,4.9,0.6
47,47,1,23,0.476,NA,0.6,0.4,0.048,-4.5,-0.2,16,4.2,3.5,0.7
47,47,2,27,0.319,0.188,0.769,-0.2,-0.068,-5.1,-0.1,4.9,2,0.6,0.7
47,47,2,26,0.405,0.324,0.794,0.5,0.068,-1.6,0,12.5,5,1.5,0.8
47,47,5,181,0.446,0.369,0.76,5,0.079,-1.8,0.2,16.7,6,2.2,0.8
47,47,3,50,0.377,0.319,0.765,0.1,0.006,-5.4,-0.5,11.1,3.7,1.7,0.8
47,47,4,102,0.468,0.316,0.694,1.2,0.045,-1.5,0.2,12.2,3.2,1.5,1.1
47,47,6,342,0.419,0.188,0.658,4.1,0.037,-2.1,-0.1,15.6,2.7,3.4,1.2
47,47,4,207,0.4,0.354,0.779,2.5,0.033,-2.6,-0.6,17.8,6.9,1.9,1.4
47,47,1,1,1,1,0.5,0.1,1.367,51.1,0,3,4,0,2
47,47,7,366,0.453,0.363,0.801,9.4,0.076,-1.6,0.5,16.1,5.9,1.6,2.1
47,47,16,1078,0.489,0.342,0.736,95.4,0.151,1.9,30,28.2,13.5,7.1,2.2
47,47,11,579,0.395,0.361,0.875,21.2,0.101,-0.2,4.6,17.4,6.5,1.4,2.8
47,47,4,226,0.405,0.322,0.806,6.8,0.068,-1.5,0.7,21,7.6,1.7,4
47,47,9,460,0.421,0.313,0.76,21.7,0.082,-0.4,4.9,27.4,9,2.5,4.1
47,47,13,818,0.434,0.378,0.871,40,0.08,-0.3,10,29.2,13.2,2.8,4.9
48,48,1,1,0.667,NA,NA,0,-0.032,-0.5,0,6,4,1,0
48,48,1,3,0,NA,NA,0,-0.005,-7.7,0,3,0,1,0
48,48,1,8,0.4,0,0.5,0,-0.039,-8.1,-0.1,4,1.3,0.3,0.1
48,48,1,14,0.429,0,0.5,0,-0.016,-8.1,-0.1,4.1,0.9,0.9,0.2
48,48,2,43,0.352,0,0.787,0.2,0.028,-6.7,-0.5,9.2,2.3,1.8,0.2
48,48,1,11,0.444,NA,0.6,0.1,0.047,-6.4,-0.1,5,1,1,0.2
48,48,1,68,0.317,0.333,0.735,0,0,-4.7,-0.3,5.5,1.9,0.8,0.3
48,48,1,31,0.564,NA,0.55,0.6,0.178,-0.3,0.1,5.2,1.8,1.1,0.3
48,48,1,28,0.404,0.304,0.85,0.1,0.017,-3.4,-0.1,11.4,3.9,2.2,0.4
48,48,2,62,0.512,0.167,0.514,0.8,0.086,-2,0,7.6,2.4,1.2,0.5
48,48,1,11,0.214,0.167,NA,-0.2,-0.332,-17.3,-0.1,3.2,0.6,0.5,0.5
48,48,4,149,0.451,0.308,0.696,3.1,0.066,-2.3,-0.2,14.9,5.1,2.9,0.6
48,48,5,201,0.424,0.4,0.629,8.2,0.091,-2.7,-0.7,21.5,4.5,7.1,0.7
48,48,4,160,0.407,0.34,0.672,1.1,0.032,-3.1,-0.5,10.8,2.5,1.3,0.7
48,48,4,278,0.425,0.34,0.799,5.6,0.048,-3,-1.3,19.9,7.9,3.5,0.8
48,48,3,145,0.47,0.316,0.815,3,0.062,-2.1,0,16.2,4.6,2.3,0.8
48,48,2,98,0.371,0.335,0.769,0,-0.001,-5.2,-1.4,17,4.7,2.6,0.8
48,48,2,40,0.326,0.236,0.72,0.1,0.006,-5.7,-0.4,10.9,2.3,1.4,1.1
48,48,11,609,0.5,0.309,0.753,40.4,0.132,0.7,10.1,24.2,14.3,5.3,1.2
48,48,9,432,0.446,0.176,0.67,9.2,0.053,-2.5,-1,19.3,7.6,4.7,1.2
48,48,5,230,0.442,0.246,0.655,2.3,0.03,-2.4,-0.4,16,5.5,3,1.3
48,48,4,163,0.378,0.316,0.797,3,0.046,-2.6,-0.5,19.2,6,3.1,1.3
48,48,2,69,0.354,0.297,0.688,0.3,0.015,-2.7,-0.2,15.8,3.6,2.3,1.5
48,48,3,168,0.492,0.379,0.77,8.3,0.119,-0.7,1.1,20,7.2,3.6,1.8
48,48,1,30,0.342,0.367,0.821,0.2,0.029,-3.9,-0.2,12.1,4.1,1.5,2.3
48,48,13,891,0.481,0.36,0.776,85.3,0.143,3.1,36.5,32.2,14,7.4,3.4
49,49,1,16,0.405,NA,0.333,0,-0.002,-6.8,-0.2,9.8,2,2,0
49,49,2,25,0.406,NA,0.667,0,-0.015,-7.4,-0.2,5.6,1.4,1.4,0.1
49,49,1,24,0.231,0,NA,-0.1,-0.055,-8.6,-0.1,2.6,0.3,0.3,0.1
49,49,2,36,0.296,0.2,0.846,-0.1,-0.021,-8.1,-0.3,4.6,1.2,1,0.2
49,49,1,9,0.1,0,1,-0.1,-0.136,-12.1,-0.1,3.6,0.4,0.3,0.2
49,49,4,114,0.377,0,0.609,0.5,0.024,-4.7,-0.7,8.5,1.8,1.9,0.3
49,49,5,239,0.515,0,0.682,12,0.174,-1.6,0.3,13.9,6.2,3.8,0.3
49,49,3,69,0.484,0.333,0.793,0.8,0.078,-2.2,0,6.9,2.3,1.2,0.4
49,49,14,709,0.401,0.401,0.84,25.2,0.109,-0.1,5.4,15.7,5.2,1.8,0.5
49,49,3,36,0.435,0.167,0.8,0,0.002,-6,-0.2,6.4,2,0.7,0.6
49,49,2,82,0.356,0.349,0.844,1,0.053,-3.9,-0.4,10.8,3.8,1,0.6
49,49,7,318,0.509,0,0.562,6.2,0.077,-3.6,-1.5,12.1,3.4,3.7,0.7
49,49,4,125,0.456,0.288,0.755,1.6,0.047,-2.5,-0.2,13.4,5.7,3.4,0.8
49,49,2,38,0.33,0.143,0.72,-0.7,-0.113,-9.5,-0.6,7.8,2.2,0.5,0.9
49,49,9,564,0.467,0.237,0.725,19.2,0.074,-0.8,3.8,22.1,10.1,5.4,1.4
49,49,8,472,0.517,0.218,0.74,17.8,0.128,0.9,5,14.2,5.4,4.6,1.4
49,49,1,42,0.329,0.167,0.75,-1.2,-0.089,-8.2,-1,14.9,4.1,1.2,1.6
49,49,3,168,0.396,0.361,0.743,1,0.024,-3.6,-0.8,11.6,4.5,0.9,1.7
49,49,2,117,0.35,0.317,0.63,0.2,0.006,-3.2,-0.4,11.2,2.9,1.1,1.7
49,49,9,341,0.417,0.315,0.788,8.6,0.078,-1.2,1,15.5,4.8,1.7,2.3
50,50,1,3,0.5,NA,0,0,-0.179,-18.9,0,2.3,0.7,0.7,0
50,50,3,19,0.4,0.333,0.75,0.1,0.055,-3,0,4.5,1.2,0.6,0.1
50,50,3,44,0.368,NA,0.556,0.2,0.027,-5.4,-0.2,6.3,1,1.3,0.1
50,50,2,26,0.314,NA,0.7,0,0.01,-4.4,-0.1,7,1.5,2.3,0.2
50,50,2,25,0.473,0.3,0.593,0.1,0.026,-5,-0.2,9.6,3.6,1.4,0.3
50,50,10,518,0.584,0,0.649,10.4,0.081,-4.1,-3.2,11.8,3.7,2.2,0.3
50,50,4,68,0.493,0.25,0.718,1.3,0.124,-1.8,0,7.5,2.5,3,0.4
50,50,2,21,0.375,NA,0.65,-0.1,-0.028,-5.9,-0.1,4.1,1.8,1,0.5
50,50,3,50,0.5,0,0.625,0.6,0.058,-3.1,-0.1,10.2,3.5,2.2,0.5
50,50,7,252,0.437,0.347,0.824,6.5,0.078,-2.6,-0.6,15.8,6.6,2.2,0.6
50,50,2,37,0.438,0.366,0.75,0.5,0.099,-0.6,0.1,6.3,2.4,1.3,0.7
50,50,6,283,0.435,0.402,0.865,7.4,0.089,-1.1,0.9,14.1,5.9,2,0.8
50,50,2,56,0.472,0.338,0.882,1.1,0.108,0.4,0.3,8.5,3.6,1.1,0.8
50,50,1,31,0.319,0.172,0.81,-0.1,-0.01,-5.9,-0.3,8.8,2.7,0.7,0.9
50,50,8,395,0.457,0.36,0.797,16.2,0.097,-1.5,0.9,20.3,6.7,3.3,0.9
50,50,6,388,0.471,0.133,0.682,13.8,0.096,-2.1,-0.1,17.8,4.8,4.8,1
50,50,8,495,0.499,0.158,0.844,15.9,0.083,-2.1,-0.2,18.6,6.9,3.4,1.2
50,50,8,487,0.445,0.349,0.799,19.4,0.069,-1.6,1.4,27.6,10.1,4.6,1.5
51,51,2,22,0.25,0,0.444,-0.1,-0.056,-9.1,-0.2,5.2,1,1.4,0
51,51,1,1,NA,NA,NA,0,NA,NA,0,0,0,0,0
51,51,1,3,0,0,NA,-0.1,-0.473,-25.9,-0.1,3.3,0,0.7,0
51,51,1,10,0.143,0,0.625,-0.1,-0.127,-9.9,-0.1,5.4,0.9,0.7,0.1
51,51,3,73,0.507,NA,0.697,0.8,0.074,-6.4,-0.6,7.2,2.5,1.7,0.2
51,51,7,318,0.506,0.118,0.675,12.9,0.131,-0.5,1.8,14.9,6.4,3.6,0.6
51,51,6,247,0.506,0,0.525,2.4,0.032,-4.9,-2.7,14.6,5,3.6,0.7
51,51,1,23,0.404,NA,0.5,0,0.004,-5.1,-0.2,9.2,2.1,1.9,0.7
51,51,4,116,0.491,0.157,0.522,1.3,0.062,-3.7,-0.5,9,2.8,2,0.7
51,51,1,42,0.379,0.417,0.806,0.1,0.022,-4.9,-0.2,5.8,1.9,0.4,0.8
51,51,1,41,0.371,0.298,0.847,0.2,0.019,-3.6,-0.2,15.1,6.7,2.3,0.9
51,51,2,76,0.376,0.374,0.571,-0.1,-0.003,-4,-0.6,14.4,4.6,1.5,1.4
51,51,2,80,0.383,0.39,0.7,0.5,0.034,-1.9,0,9.3,3.3,0.7,1.6
51,51,17,1232,0.442,0.429,0.877,73.4,0.113,0.6,20.7,25.3,9.7,3,1.7
51,51,9,457,0.431,0.307,0.69,6.7,0.044,-2,0,16,5.5,1.6,1.9
51,51,3,40,0.354,0.296,0.96,0.1,0.011,-3,-0.1,10.2,3.7,0.9,2.1
51,51,5,257,0.478,0.388,0.823,16.6,0.125,0.3,3.7,24.9,10.4,2.3,3.6
52,52,1,3,0.167,NA,0.25,-0.2,-0.349,-18.2,-0.1,7,1,2,0
52,52,1,2,0.25,0.25,NA,0,-0.014,-6.4,0,8,1.5,1,0
52,52,2,18,0.545,0.2,0.5,0.3,0.132,-0.1,0,5.1,1.7,1.5,0.1
52,52,1,6,0.25,0,0.6,0,0.033,-2.9,0,3,0.8,0.3,0.2
52,52,3,138,0.449,0.235,0.644,1.3,0.059,-5.2,-0.8,7.5,2.2,1.5,0.2
52,52,1,23,0.543,NA,0.571,0.5,0.161,1.2,0.1,5.9,2,1.5,0.2
52,52,2,37,0.52,NA,0.6,0.2,0.061,-5.6,-0.2,4.4,0.9,1,0.2
52,52,1,7,0.333,NA,0.4,-0.1,-0.104,-11.4,-0.1,4.3,1.1,0.9,0.4
52,52,3,68,0.556,0,0.531,1,0.067,-4.5,-0.4,10.4,2.9,2.6,0.4
52,52,6,153,0.401,0.179,0.573,1.3,0.038,-4.3,-0.9,10.7,1.9,1.7,0.4
52,52,2,70,0.376,0.241,0.737,0.9,0.048,-3.5,-0.3,12.4,3.6,2.8,0.5
52,52,1,17,0.28,0.182,0.917,-0.1,-0.066,-7.5,-0.1,4.4,1.6,0.6,0.6
52,52,1,29,0.444,0.341,0.643,0.5,0.075,-3.4,-0.1,11.7,5.2,3,0.6
52,52,4,82,0.372,0.19,0.672,0.6,0.045,-2.2,0,8.4,3.1,1.6,0.8
52,52,1,2,0.25,0,0.5,0,-0.126,-8.5,0,6,1.5,1.5,1
52,52,4,108,0.474,0.333,0.728,1.9,0.061,-3.2,-0.4,14.1,5.7,1.5,1.1
52,52,3,102,0.477,0.353,0.709,2.9,0.073,-2.9,-0.4,18.5,6.8,3.6,1.1
52,52,2,100,0.518,0.338,0.68,4.1,0.09,-1.4,0.3,21.7,8.9,4.6,1.2
52,52,10,541,0.431,0.396,0.854,27.6,0.133,1.2,8,18.4,5.4,2.7,1.6
52,52,5,103,0.364,0.17,0.707,-0.2,-0.007,-3.5,-0.5,11.5,2.8,1.5,1.8
52,52,6,261,0.38,0.316,0.742,4.7,0.058,-1.3,0.7,15.1,5.8,1.4,2.2
52,52,8,266,0.407,0.386,0.792,6.4,0.062,-1.8,0.3,18.6,6.3,1.3,2.8
53,53,2,18,0.281,0.2,0.5,-0.2,-0.203,-10.3,-0.1,3.2,1.2,0.4,0.1
53,53,1,13,0.278,NA,0.889,0,0.043,-3.7,0,3.7,1.4,1.1,0.2
53,53,1,6,0.5,NA,0,0,0.007,-7.9,-0.1,9.7,3,2.8,0.2
53,53,1,13,0.333,0.125,0.75,0,-0.008,-8.7,-0.1,2.9,1.1,1.1,0.2
53,53,1,23,0.638,0,0.75,0.8,0.225,1.9,0.2,7.3,3,2.7,0.3
53,53,2,42,0.293,0.224,0.714,-0.6,-0.047,-6,-0.6,14,3.2,2,0.6
53,53,2,26,0.436,0.455,0.875,0.2,0.084,-3.1,0,4.7,2,0.3,0.6
53,53,1,3,0.333,0,1,0,-0.047,-6,0,7,2.3,1,0.7
53,53,5,177,0.402,0.352,0.549,1.6,0.04,-2.2,-0.1,10.8,2,1.4,0.7
53,53,1,41,0.513,0,0.481,1.4,0.122,-3.6,-0.2,13.2,2.3,4.3,0.7
53,53,5,230,0.412,0.3,0.758,2.9,0.033,-3.8,-1.9,18.2,6.4,2.6,0.8
53,53,10,542,0.455,0,0.699,15.7,0.088,-3.1,-2.5,15.8,3.9,2.9,0.8
53,53,13,809,0.403,0.362,0.747,20.8,0.058,-1.4,2.6,21.3,7.5,2.4,0.8
53,53,4,131,0.387,0.212,0.642,-0.7,-0.022,-4.6,-1,11.9,2.5,1.5,1.2
53,53,1,11,0.2,0.235,0.5,-0.2,-0.116,-6.7,-0.1,7.4,1.8,0.6,1.2
53,53,10,570,0.45,0.334,0.757,20.9,0.092,-0.9,3,19.1,5,2.8,1.3
53,53,2,119,0.429,0.363,0.835,2.4,0.081,-0.7,0.5,11.9,3.8,1.8,1.7
53,53,1,4,0.35,0.2,0.75,0,-0.008,-9,-0.1,11.3,4.8,1.3,1.8
53,53,3,47,0.435,0.349,0.757,1,0.075,-1.2,0.1,13.6,5.5,1.5,2.3
54,54,2,16,0.425,0.308,0.875,0.2,0.102,-0.5,0,5.8,2.8,1.2,0.2
54,54,2,73,0.534,0,0.643,0.8,0.072,-2.3,0,7.5,2.5,1.2,0.2
54,54,2,33,0.36,0.233,0.895,0,-0.007,-8,-0.4,7.5,2.7,1.2,0.2
54,54,1,4,0.25,0.333,0.75,-0.1,-0.13,-13,-0.1,7,2.8,1.8,0.3
54,54,5,215,0.527,NA,0.792,8.3,0.121,-2.2,-0.2,15.3,5.9,3.2,0.4
54,54,2,45,0.451,0.125,0.5,-0.2,-0.032,-7,-0.3,5.5,1.3,0.9,0.4
54,54,4,103,0.409,0.2,0.791,2.1,0.08,-2,0,12,2.9,2.2,0.5
54,54,3,66,0.361,0.265,0.538,-0.3,-0.029,-5.7,-0.5,7.8,2.6,1.1,0.5
54,54,1,34,0.459,0.385,0.75,0.7,0.111,-0.8,0.1,9.3,3,1.8,0.5
54,54,1,20,0.378,0.31,0.8,0.3,0.055,-2.8,0,11.3,4.1,1.9,0.6
54,54,9,605,0.504,0.359,0.723,18.8,0.065,-2.7,-2.5,23.1,8.2,4.6,0.8
54,54,6,220,0.428,0.321,0.85,0.4,0.006,-4.7,-2.3,15.2,6.3,1.8,1
54,54,2,58,0.364,0.268,0.754,-0.4,-0.041,-4.7,-0.4,9.1,3.8,1,1.3
54,54,10,719,0.457,0.316,0.739,23.6,0.071,-1.3,3,22.2,7.4,3.1,1.4
54,54,1,19,0.371,0.333,0.75,0.2,0.065,-2.7,0,7.1,1.9,0.6,1.4
54,54,2,75,0.335,0.218,0.746,-1.1,-0.051,-4.1,-0.6,14.2,4.3,1.3,2.3
54,54,4,154,0.446,0.361,0.825,6,0.088,-1.8,0.2,21.4,10.3,2.4,2.6
55,55,1,1,NA,NA,NA,-0.1,-0.638,-32.4,0,4,0,1,0
55,55,1,1,NA,NA,NA,0,-0.016,-10.5,0,3,0,0,0
55,55,2,7,0,0,0,-0.3,-0.597,-25.5,-0.1,3,0,0.9,0.3
55,55,2,87,0.452,0,0.688,2.5,0.106,-1.9,0,13.2,3.8,3.6,0.4
55,55,7,250,0.569,0.231,0.687,8.2,0.15,0.9,1.9,10.5,3.5,2.6,0.4
55,55,2,22,0.39,0.267,0.8,-0.1,-0.026,-7.2,-0.3,9.3,3.8,1.4,0.4
55,55,10,507,0.456,0.206,0.693,12.4,0.092,-0.8,2,12.8,2.6,2.1,0.5
55,55,1,5,0.286,0.25,1,0,-0.006,-8.8,0,5.6,2.4,0.8,0.6
55,55,1,10,0.313,0.286,1,0,0.017,-3.9,0,5,1.4,0.6,0.6
55,55,1,16,0.483,0.5,1,0,-0.02,-4.8,0,4.8,2.2,0.2,0.7
55,55,4,208,0.479,0.285,0.719,5.2,0.089,-2.1,-0.1,13.6,5.6,3.8,0.9
55,55,3,49,0.373,0.321,0.767,0.2,0.018,-4.4,-0.3,8.6,3.3,1,1
55,55,1,34,0.464,0.307,0.706,1.2,0.077,-2.9,-0.2,22.4,7.1,3.4,1.1
55,55,1,51,0.389,0,0.667,0.2,0.008,-4.5,-0.7,22.5,8.6,3.7,1.2
55,55,10,598,0.455,0.388,0.742,14.8,0.057,-1.9,0.2,21,7.9,2,1.8
55,55,1,64,0.345,0.19,0.548,0.1,0.006,-5.1,-0.8,15.2,2.9,1.4,2
55,55,1,51,0.412,0.325,0.691,-0.4,-0.028,-5.2,-0.6,15.1,5.7,1.7,2.1
55,55,13,797,0.428,0.391,0.857,35.5,0.104,0.3,9.4,20.7,9.2,1.7,2.3
56,56,1,6,0.4,NA,1,0,0.069,-5.7,0,4.8,0.8,0.7,0
56,56,1,25,0.529,NA,0.455,0.2,0.096,-2.8,0,3.8,0.9,1,0.1
56,56,3,33,0.467,NA,0.462,0,0.013,-7.3,-0.2,4.8,0.6,0.8,0.1
56,56,1,25,0.333,NA,0.778,0.2,0.058,-4.9,-0.1,5.5,2.2,1.4,0.2
56,56,2,67,0.476,0,0.488,0.7,0.055,-3.7,-0.3,9.4,3.3,2.8,0.3
56,56,2,16,0.529,0,0.286,0.1,0.024,-6.2,-0.2,10.4,3.6,3.3,0.3
56,56,1,7,0.667,0.5,NA,0.1,0.177,5.1,0,3.9,2.6,0.1,0.4
56,56,1,2,NA,NA,0.5,0,0.164,6.1,0,3.5,0.5,0,0.5
56,56,1,13,0.577,0.429,0.462,0.2,0.098,-3.1,0,8.8,3,1.5,0.6
56,56,1,30,0.365,0.4,0.556,-0.2,-0.025,-4.8,-0.2,11,3.2,1.6,0.7
56,56,2,44,0.304,0.222,0.375,-0.3,-0.028,-5.5,-0.4,10.4,2.2,1.6,0.7
56,56,6,297,0.416,0.338,0.807,3.9,0.042,-3,-1.1,15.2,6.7,2.2,1
56,56,2,101,0.344,0.328,0.493,0.6,0.032,-2.5,-0.1,9.2,2.1,0.8,1.1
56,56,14,870,0.57,0.332,0.673,55.3,0.145,0.3,10.6,21.1,7,5.4,1.2
56,56,2,25,0.394,0.357,0.5,0,0,-3.3,-0.1,9.3,2.8,2.1,1.2
56,56,1,24,0.316,0.28,0.733,-0.2,-0.032,-6.4,-0.2,9.3,2.3,0.6,1.4
56,56,10,743,0.493,0.339,0.74,45.7,0.115,-0.7,6.4,25.6,12,6.7,1.6
56,56,11,691,0.434,0.316,0.791,28.8,0.086,-0.7,5.2,23.3,10.3,2.7,4.1
57,57,1,4,1,NA,NA,0,0.15,-1.7,0,2.8,0.5,0.3,0
57,57,1,5,0.8,NA,NA,0.1,0.142,-2,0,3.4,1.6,0.4,0
57,57,1,23,0.4,NA,0.5,0.1,0.034,-8.7,-0.2,5.5,1.1,1.6,0.1
57,57,2,22,0.475,NA,0.667,0.3,0.071,-4.9,-0.1,8.1,2.1,2.3,0.3
57,57,2,7,0.25,0.6,0,-0.1,-0.151,-6.3,0,4.6,1.3,0.4,0.4
57,57,1,10,0.259,0.15,NA,-0.1,-0.085,-5.1,0,5.2,1.7,1.2,0.5
57,57,2,29,0.42,0.217,0.8,0.3,0.046,-6.7,-0.3,9,3.1,2.8,0.6
57,57,12,806,0.551,0.15,0.68,61.3,0.142,0.4,12.7,25.7,9.9,7.9,1.1
57,57,2,24,0.378,0.286,NA,0.1,0.01,-5.9,-0.2,10.4,2.8,1.2,1.1
57,57,3,60,0.417,0.381,0.774,0.6,0.051,-3.5,-0.2,10,2.2,1.1,1.9
57,57,16,1057,0.447,0.369,0.827,106.4,0.19,5,47.6,25.4,13.3,3.5,3.8
58,58,1,13,0.471,NA,0.5,-0.2,-0.143,-14,-0.2,6.2,1.3,0.6,0.1
58,58,1,20,0.538,0.5,0.692,0.1,0.042,-5.6,-0.1,3.6,1.9,0.7,0.1
58,58,1,18,0.727,NA,0.75,0.4,0.145,-0.6,0,6.5,1.1,1.5,0.1
58,58,4,105,0.616,0.375,0.74,2.3,0.134,-1.2,0.2,7.9,2.7,1.7,0.2
58,58,1,41,0.485,NA,0.739,0.3,0.057,-7.1,-0.3,5.2,2,1,0.2
58,58,1,10,0.323,NA,0.583,0.1,0.026,-6.2,-0.1,11,2.7,2.5,0.3
58,58,8,403,0.53,0,0.658,13.7,0.123,-2.1,-0.2,13.3,3.6,2.9,0.4
58,58,2,50,0.5,0,0.444,1.2,0.136,-1.6,0,8.1,2.9,2.5,0.4
58,58,1,2,0.3,0.25,1,0,0.037,-2.7,0,11.5,4.5,2,0.5
58,58,2,98,0.418,0.343,0.867,1.9,0.066,-3.1,-0.4,14.3,3.9,2.7,0.5
58,58,5,202,0.428,0.357,0.718,2.8,0.052,-2.6,-0.4,12.8,4.6,1.9,0.5
58,58,1,11,0.538,0.429,0.5,0.1,0.162,1.2,0,3.3,1.6,0.4,0.5
58,58,3,80,0.35,0.33,0.75,1,0.07,-2.5,-0.1,8.4,1.8,1.4,0.5
58,58,4,57,0.375,0.277,0.806,0.2,0.016,-2.1,0,10.4,4.7,1.4,1.2
58,58,4,123,0.417,0.355,0.772,1.7,0.048,-2.1,0,13.8,6.9,1.8,1.4
59,59,2,5,0,0,0.5,-0.1,-0.222,-17,-0.1,5,0.2,1.2,0
59,59,1,30,0.365,0.375,0.636,-0.2,-0.07,-8.5,-0.3,5.7,1.7,1,0.2
59,59,1,27,0.443,0.256,0.769,0.3,0.03,-3.8,-0.2,16.3,4.2,3.6,0.5
59,59,1,6,0.357,0.5,0.6,0,0.043,-9.6,-0.1,4.7,2.3,2.3,0.5
59,59,1,33,0.315,0.24,0.474,-0.2,-0.031,-5.6,-0.2,8.2,2.2,0.8,0.9
59,59,1,13,0.5,0.472,0.778,0.3,0.079,0.3,0.1,13.2,7.4,1.4,1.3
60,60,1,9,0.455,0.5,0.444,0,-0.005,-8,-0.1,5.3,1.8,0.9,0
60,60,3,22,0.375,NA,0.474,-0.2,-0.098,-9.9,-0.2,4,1,1,0.1
60,60,2,58,0.444,0.125,0.583,0.9,0.071,-3.3,-0.2,10,3.5,2.8,0.3
60,60,2,69,0.546,NA,0.594,1.8,0.094,-3.6,-0.4,13.4,3.8,2.8,0.4
60,60,2,30,0.37,0.32,0.5,-0.2,-0.043,-5.3,-0.2,7.8,2.7,1,0.5
